STA_SEQ,SAMPLE,SAMPLE_YEAR,SAMPLE_METHOD,METRIC,METRIC_VALUE,DATA_USE_FLAG,COMMENT_BUG,COMMENT_FISH
19882,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
19030,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m BCG Mem = 1 
19731,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
19730,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
14500,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16693,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.97 
16610,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
16792,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18917,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18922,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 Likely Same segment
18920,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 Likely Same segment
17147,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 looks like 2 samples but in same reach that got same AWQ #. Both can be Full
17147,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 looks like 2 samples but in same reach that got same AWQ #. Both can be Full
16857,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m; Tier membership <75% BCG Mem = 0.5 
18925,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 0.84 
18921,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 Likely Same segment
17035,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m BCG Mem = 1 Got clarification from Brian Eltz. This is same site. Did the 50 m sample ~ 100 m below the culvert pool and decided to hit the pool on the way out because we saw a lot of brookies.Ê The two samples were separated by ~ 50m.Ê
17035,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Sample length <85m; Tier membership <75% BCG Mem = 0.66 Got clarification from Brian Eltz. This is same site. Did the 50 m sample ~ 100 m below the culvert pool and decided to hit the pool on the way out because we saw a lot of brookies.Ê The two samples 
16675,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
16675,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
17103,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
17130,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
18888,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Sample length <85m BCG Mem = 1 
17134,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 0.94 
17133,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16726,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75%; very low flow BCG Mem = 0.68 Flow issue can be disussed w Chidsey and Burton
17157,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,very low flow; Sample length <85m BCG Mem = 1 
16798,FISH,2015,2PassAllSpeciesDepletion,FISH_BCG,3,0,,BCG Mem = 1 
16762,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
17193,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.57 
19552,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,No length recorded BCG Mem = 1 
19936,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m; tier membershpi <75%; very low flow BCG Mem = 0.7 
16862,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,very low flow; Sample length <85m BCG Mem = 1 
16655,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Tier membership <75% BCG Mem = 0.67 
17120,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
19864,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19935,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18625,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.75 
16694,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
16698,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
17083,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
17062,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
16849,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
16729,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
16622,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
16707,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
17012,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
16587,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
17211,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 0.75 
15796,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
14720,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 0.83 
19382,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.9 
18413,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
18495,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
16276,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
14727,FISH,2016,1PassAllSpecies,FISH_BCG,6,1,,Tier membership <75% BCG Mem = 0.62 
19024,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 0.85 
17405,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,2016 cycle ZZZ followup BCG Mem = 1 
15307,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,<20 fish (not dry); <0.45mi2 BCG Mem = 1 
16885,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
17816,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,<20 fish (not dry); low flow conditions BCG Mem = 1 
17295,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
18736,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.88 
18736,FISH,2016,2PassAllSpeciesDepletion,FISH_BCG,3,0,,BCG Mem = 1 this data is funky in that there is only 2nd pass for 18736 and two 2nd passes for 18735
18735,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,<0.45 mi2 BCG Mem = 1 this data is funky in that there is only 2nd pass for 18736 and two 2nd passes for 18735
18735,FISH,2016,2PassAllSpeciesDepletion,FISH_BCG,2,1,,<0.45 mi2; 2nd pass data BCG Mem = 1 this data is funky in that there is only 2nd pass for 18736 and two 2nd passes for 18735
18735,FISH,2016,2PassAllSpeciesDepletion,FISH_BCG,2,1,,<0.45 mi2; Tier membership <75% BCG Mem = 0.5 this data is funky in that there is only 2nd pass for 18736 and two 2nd passes for 18735
18736,FISH,2016,2PassAllSpeciesDepletion,FISH_BCG,3,1,,2nd pass data BCG Mem = 0.92 this data is funky in that there is only 2nd pass for 18736 and two 2nd passes for 18735
16128,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.94 
15386,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,<20 fish (not dry) BCG Mem = 1 
17565,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,<20 fish (not dry) BCG Mem = 1 
18822,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.92 
17852,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,<20 fish (not dry); low flow conditions BCG Mem = 1 
15051,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,low flow conditions BCG Mem = 1 
19143,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
18585,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16699,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16944,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,low flow conditions BCG Mem = 1 
17651,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
16565,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
18894,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15719,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,low conductivity BCG Mem = 1 
16928,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,low conductivity BCG Mem = 1 
19115,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16809,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Tier membership <75% BCG Mem = 0.5 
17583,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15513,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
17568,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,low flow conditions BCG Mem = 1 
18791,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
19021,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
14436,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.89 
16110,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Tier membership <75% BCG Mem = 0.62 
17917,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Sample length <85m BCG Mem = 1 Is this the stream we looked at for IC study on water co property that went dry
19109,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Sample length <85m BCG Mem = 1 
19125,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
18208,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 0.79 
18782,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
19573,FISH,2015,2PassAllSpeciesDepletion,FISH_BCG,2,0,,BCG Mem = 0.88 
16111,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16765,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16647,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16758,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
16933,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m BCG Mem = 1 62 WBK in 62 M! Goes dry at bike path
16114,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
14842,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.81 
17072,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 this is a crappy sample for big stream
17025,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.75 
14442,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length >=200m; tier membership <75% BCG Mem = 0.5 
15516,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
19847,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
17088,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
15680,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
17271,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
19688,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.5 
16370,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15169,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
17003,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14984,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
17398,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
17398,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
16046,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,"Sample length <85m BCG Mem = 1 Need to discuss flow issue. 81WBK,41WS, 49 BL in 80 M sample above well"
15991,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
15499,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.95 
15703,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.62 
19691,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m BCG Mem = 1 
16502,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
15512,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75%; SA/WBK Impact study site BCG Mem = 0.5 cold! Lots of sculpins
19016,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
14241,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Tier membership <75% BCG Mem = 0.69 
14470,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.94 
15124,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
15594,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
18795,FISH,2015,1PassAllSpecies,FISH_BCG,6,1,,Sample length >=200m BCG Mem = 1 
18899,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m; <0.45 mi2 BCG Mem = 1 
16119,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19147,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m; <20 fish (not dry) BCG Mem = 1 
16120,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
18867,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
19110,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,"BCG Mem = 1 Neal said 2 locations were sampled, 1 at Rt 16 and 1 @Finley Hill Rd. Had to come back due to road paving. Sampled 8/4 and 8/9 2016"
19110,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,"Sample length <85m BCG Mem = 1 Neal said 2 locations were sampled, 1 at Rt 16 and 1 @Finley Hill Rd. Had to come back due to road paving. Sampled 8/4 and 8/9 2016"
16122,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 0.9 
16122,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,low flow conditions BCG Mem = 1 
15315,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15312,FISH,2016,1PassAllSpecies,FISH_BCG,1,0,,BCG Mem = 1 
17061,FISH,2015,1PassAllSpecies,FISH_BCG,6,1,,<20 fish (not dry) BCG Mem = 1 
16835,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19025,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,<20 fish (not dry) BCG Mem = 1 
15901,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19130,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
16881,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.75 
15201,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15201,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14308,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16851,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,"very low flow; stagnant, pond-like BCG Mem = 1 "
16757,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15004,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length >=200m BCG Mem = 1 
18809,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length >=200m; tier membership <75% BCG Mem = 0.69 
16599,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
16984,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
18876,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
15505,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,Tier membership <75% BCG Mem = 0.65 
14880,FISH,2016,1PassAllSpecies,FISH_BCG,1,1,,low flow conditions BCG Mem = 1 
14523,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.5 Need to discuss flow issue. 
17167,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
17167,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
17167,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 0.77 
17436,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.86 
17434,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,<20 fish (not dry) - Note BCG 6 in 2016 BCG Mem = 0.83 
17434,FISH,2016,1PassAllSpecies,FISH_BCG,6,1,,"Sample length >=200m - Note BCG 5 in 2015 (<20 fish, normal sample) BCG Mem = 1 Right below pond"
17018,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18793,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18793,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19739,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19740,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length >=200m; tier membership <75% BCG Mem = 0.62 
14804,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15246,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
19554,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Tier membership <75%; No length recorded BCG Mem = 0.74 
15043,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16103,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
19160,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16524,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.72 
15529,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
19732,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
18621,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.83 
19733,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
18510,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
15581,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,fry stocked annually BCG Mem = 1 
15707,FISH,2015,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m BCG Mem = 1 
14168,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14169,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
15839,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,<20 fish (not dry) BCG Mem = 1 
15839,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,<20 fish (not dry); Tier membership <75% BCG Mem = 0.64 
16638,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15994,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.72 
14186,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15106,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
14195,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16268,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
16650,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
18882,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 0.83 
15308,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length >=200m; tier membership <75%; very low flow BCG Mem = 0.5 
14687,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.77 
18050,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14686,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.5 
14813,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.64 
16124,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.96 
16125,FISH,2015,1PassAllSpecies,FISH_BCG,1,1,,Sample length <85m BCG Mem = 1 
16139,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14471,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Sample length >=200m BCG Mem = 0.78 
16843,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.75 
15882,FISH,2016,1PassAllSpecies,FISH_BCG,4,1,,Sample length <85m; Tier membership <75% BCG Mem = 0.6 
19729,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,Sample length <85m BCG Mem = 1 
16498,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
17342,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
17179,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.99 
14488,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15664,FISH,2015,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
18916,FISH,2015,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
14184,FISH,2015,1PassAllSpecies,FISH_BCG,3,1,,Tier membership <75% BCG Mem = 0.59 
17038,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Sample length >=200m; tier membership <75% BCG Mem = 0.72 
18062,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.53 
18807,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.61 
15887,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.83 
17414,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18061,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.64 
15519,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
18889,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.75 
18923,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Sample length <85m BCG Mem = 1 Likely Same segment
18875,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19020,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
17181,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
18881,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.83 
15005,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16778,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
18429,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14404,FISH,2015,1PassAllSpecies,FISH_BCG,2,1,,Sample length >=200m; tier membership <75% BCG Mem = 0.5 
16333,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
19120,FISH,2016,1PassAllSpecies,FISH_BCG,5,0,,BCG Mem = 1 
19121,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
19049,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Tier membership <75% BCG Mem = 0.67 
16633,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.84 
16335,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
14355,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.58 
16431,FISH,2016,1PassAllSpecies,FISH_BCG,2,0,,not fry stocked 2016 BCG Mem = 1 
18874,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
16022,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
15530,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,fry stocked annually BCG Mem = 1 
17176,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length <85m BCG Mem = 1 
17333,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.75 
16696,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
17124,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14711,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14712,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 0.9 
14316,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length >=200m BCG Mem = 1 
14316,FISH,2016,1PassAllSpecies,FISH_BCG,5,1,,Sample length >=200m BCG Mem = 1 
14319,FISH,2016,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 1 
14341,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,"Tier membership <75% BCG Mem = 0.5 2,162 fish in 127 M sample! Enriched!"
19850,FISH,2016,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16714,FISH,2016,1PassAllSpecies,FISH_BCG,3,1,,very low flow BCG Mem = 1 
17748,FISH,2015,1PassAllSpecies,FISH_BCG,3,0,,BCG Mem = 1 
16126,FISH,2015,1PassAllSpecies,FISH_BCG,2,0,,BCG Mem = 1 
16191,FISH,2015,1PassAllSpecies,FISH_BCG,4,0,,BCG Mem = 0.75 
16127,FISH,2016,1PassAllSpecies,FISH_BCG,2,1,,Tier membership <75% BCG Mem = 0.63 
